2851
16-Jan-2019 14:21:19
HB,1138_bus,1138,1138,4054,1,0,0,1,1,1,power network problem,4054
HB,494_bus,494,494,1666,1,0,0,1,1,1,power network problem,1666
HB,662_bus,662,662,2474,1,0,0,1,1,1,power network problem,2474
HB,685_bus,685,685,3249,1,0,0,1,1,1,power network problem,3249
HB,abb313,313,176,1557,1,1,0,0,0,0,least squares problem,1557
HB,arc130,130,130,1037,1,0,1,0,0.7586805555555556,0,materials problem,1282
HB,ash219,219,85,438,1,1,0,0,0,0,least squares problem,438
HB,ash292,292,292,2208,1,1,0,0,1,1,least squares problem,2208
HB,ash331,331,104,662,1,1,0,0,0,0,least squares problem,662
HB,ash608,608,188,1216,1,1,0,0,0,0,least squares problem,1216
HB,ash85,85,85,523,1,1,0,0,1,1,least squares problem,523
HB,ash958,958,292,1916,1,1,0,0,0,0,least squares problem,1916
HB,bcspwr01,39,39,131,1,1,0,0,1,1,power network problem,131
HB,bcspwr02,49,49,167,1,1,0,0,1,1,power network problem,167
HB,bcspwr03,118,118,476,1,1,0,0,1,1,power network problem,476
HB,bcspwr04,274,274,1612,1,1,0,0,1,1,power network problem,1612
HB,bcspwr05,443,443,1623,1,1,0,0,1,1,power network problem,1623
HB,bcspwr06,1454,1454,5300,1,1,0,0,1,1,power network problem,5300
HB,bcspwr07,1612,1612,5824,1,1,0,0,1,1,power network problem,5824
HB,bcspwr08,1624,1624,6050,1,1,0,0,1,1,power network problem,6050
HB,bcspwr09,1723,1723,6511,1,1,0,0,1,1,power network problem,6511
HB,bcspwr10,5300,5300,21842,1,1,0,0,1,1,power network problem,21842
HB,bcsstk01,48,48,400,1,0,1,1,1,1,structural problem,400
HB,bcsstk02,66,66,4356,1,0,1,1,1,1,structural problem,4356
HB,bcsstk03,112,112,640,1,0,1,1,1,1,structural problem,640
HB,bcsstk04,132,132,3648,1,0,1,1,1,1,structural problem,3648
HB,bcsstk05,153,153,2423,1,0,1,1,1,1,structural problem,2423
HB,bcsstk06,420,420,7860,1,0,1,1,1,1,structural problem,7860
HB,bcsstk07,420,420,7860,1,0,1,1,1,1,duplicate structural problem,7860
HB,bcsstk08,1074,1074,12960,1,0,1,1,1,1,structural problem,12960
HB,bcsstk09,1083,1083,18437,1,0,1,1,1,1,structural problem,18437
HB,bcsstk10,1086,1086,22070,1,0,1,1,1,1,structural problem,22070
HB,bcsstk11,1473,1473,34241,1,0,1,1,1,1,structural problem,34241
HB,bcsstk12,1473,1473,34241,1,0,1,1,1,1,duplicate structural problem,34241
HB,bcsstk13,2003,2003,83883,1,0,1,1,1,1,computational fluid dynamics problem,83883
HB,bcsstk14,1806,1806,63454,1,0,1,1,1,1,structural problem,63454
HB,bcsstk15,3948,3948,117816,1,0,1,1,1,1,structural problem,117816
HB,bcsstk16,4884,4884,290378,1,0,1,1,1,1,structural problem,290378
HB,bcsstk17,10974,10974,428650,1,0,1,1,1,1,structural problem,428650
HB,bcsstk18,11948,11948,149090,1,0,1,1,1,1,structural problem,149090
HB,bcsstk19,817,817,6853,1,0,1,1,1,1,structural problem,6853
HB,bcsstk20,485,485,3135,1,0,1,1,1,1,structural problem,3135
HB,bcsstk21,3600,3600,26600,1,0,1,1,1,1,structural problem,26600
HB,bcsstk22,138,138,696,1,0,1,1,1,1,structural problem,696
HB,bcsstk23,3134,3134,45178,1,0,1,1,1,1,structural problem,45178
HB,bcsstk24,3562,3562,159910,1,0,1,1,1,1,structural problem,159910
HB,bcsstk25,15439,15439,252241,1,0,1,1,1,1,structural problem,252241
HB,bcsstk26,1922,1922,30336,1,0,1,1,1,1,structural problem,30336
HB,bcsstk27,1224,1224,56126,1,0,1,1,1,1,structural problem,56126
HB,bcsstk28,4410,4410,219024,1,0,1,1,1,1,structural problem,219024
HB,bcsstk29,13992,13992,619488,1,1,1,0,1,1,structural problem,619488
HB,bcsstk30,28924,28924,2043492,1,1,1,0,1,1,structural problem,2043492
HB,bcsstk31,35588,35588,1181416,1,1,1,0,1,1,structural problem,1181416
HB,bcsstk32,44609,44609,2014701,1,1,1,0,1,1,structural problem,2014701
HB,bcsstk33,8738,8738,591904,1,1,1,0,1,1,structural problem,591904
HB,bcsstm01,48,48,24,1,0,1,0,1,1,structural problem,48
HB,bcsstm02,66,66,66,1,0,1,1,1,1,structural problem,66
HB,bcsstm03,112,112,72,1,0,1,0,1,1,structural problem,112
HB,bcsstm04,132,132,66,1,0,1,0,1,1,structural problem,132
HB,bcsstm05,153,153,153,1,0,1,1,1,1,structural problem,153
HB,bcsstm06,420,420,420,1,0,1,1,1,1,structural problem,420
HB,bcsstm07,420,420,7252,1,0,1,1,1,1,structural problem,7252
HB,bcsstm08,1074,1074,1074,1,0,1,1,1,1,structural problem,1074
HB,bcsstm09,1083,1083,1083,1,0,1,1,1,1,structural problem,1083
HB,bcsstm10,1086,1086,22092,1,0,1,0,1,1,structural problem,22092
HB,bcsstm11,1473,1473,1473,1,0,1,1,1,1,structural problem,1473
HB,bcsstm12,1473,1473,19659,1,0,1,1,1,1,structural problem,19659
HB,bcsstm13,2003,2003,21181,1,0,1,0,1,1,computational fluid dynamics problem,21943
HB,bcsstm19,817,817,817,1,0,1,1,1,1,structural problem,817
HB,bcsstm20,485,485,485,1,0,1,1,1,1,structural problem,485
HB,bcsstm21,3600,3600,3600,1,0,1,1,1,1,structural problem,3600
HB,bcsstm22,138,138,138,1,0,1,1,1,1,structural problem,138
HB,bcsstm23,3134,3134,3134,1,0,1,1,1,1,structural problem,3134
HB,bcsstm24,3562,3562,3562,1,0,1,1,1,1,structural problem,3562
HB,bcsstm25,15439,15439,15439,1,0,1,1,1,1,structural problem,15439
HB,bcsstm26,1922,1922,1922,1,0,1,1,1,1,structural problem,1922
HB,bcsstm27,1224,1224,56126,1,0,1,0,1,1,structural problem,56126
HB,beacxc,497,506,50409,1,0,0,0,0,0,economic problem,50409
HB,beaflw,497,507,53403,1,0,0,0,0,0,economic problem,53403
HB,beause,497,507,44551,1,0,0,0,0,0,economic problem,44551
HB,blckhole,2132,2132,14872,1,1,1,0,1,1,structural problem,14872
HB,bp_0,822,822,3276,1,0,0,0,0.009160305343511451,0.001221374045801527,optimization problem sequence,3276
HB,bp_1000,822,822,4661,1,0,0,0,0.009448142581060769,0.0004294610264118531,subsequent optimization problem,4661
HB,bp_1200,822,822,4726,1,0,0,0,0.009322033898305085,0.000423728813559322,subsequent optimization problem,4726
HB,bp_1400,822,822,4790,1,0,0,0,0.01044932079414838,0.0004179728317659352,subsequent optimization problem,4790
HB,bp_1600,822,822,4841,1,0,0,0,0.01075491209927611,0.0004136504653567735,subsequent optimization problem,4841
HB,bp_200,822,822,3802,1,0,0,0,0.00631578947368421,0,subsequent optimization problem,3802
HB,bp_400,822,822,4028,1,0,0,0,0.00546448087431694,0.0004967709885742673,subsequent optimization problem,4028
HB,bp_600,822,822,4172,1,0,0,0,0.006235011990407674,0.0004796163069544365,subsequent optimization problem,4172
HB,bp_800,822,822,4534,1,0,0,0,0.005298013245033113,0.0004415011037527594,subsequent optimization problem,4534
HB,can_1054,1054,1054,12196,1,1,1,0,1,1,structural problem,12196
HB,can_1072,1072,1072,12444,1,1,1,0,1,1,structural problem,12444
HB,can_144,144,144,1296,1,1,1,0,1,1,structural problem,1296
HB,can_161,161,161,1377,1,1,1,0,1,1,structural problem,1377
HB,can_187,187,187,1491,1,1,1,0,1,1,structural problem,1491
HB,can_229,229,229,1777,1,1,1,0,1,1,structural problem,1777
HB,can_24,24,24,160,1,1,1,0,1,1,structural problem,160
HB,can_256,256,256,2916,1,1,1,0,1,1,structural problem,2916
HB,can_268,268,268,3082,1,1,1,0,1,1,structural problem,3082
HB,can_292,292,292,2540,1,1,1,0,1,1,structural problem,2540
HB,can_445,445,445,3809,1,1,1,0,1,1,structural problem,3809
HB,can_61,61,61,557,1,1,1,0,1,1,structural problem,557
HB,can_62,62,62,218,1,1,1,0,1,1,structural problem,218
HB,can_634,634,634,7228,1,1,1,0,1,1,structural problem,7228
HB,can_715,715,715,6665,1,1,1,0,1,1,structural problem,6665
HB,can_73,73,73,377,1,1,1,0,1,1,structural problem,377
HB,can_838,838,838,10010,1,1,1,0,1,1,structural problem,10010
HB,can_96,96,96,768,1,1,1,0,1,1,structural problem,768
HB,curtis54,54,54,291,1,1,1,0,0.9535864978902954,0.9535864978902954,2D/3D problem,291
HB,dwt_1005,1005,1005,8621,1,1,1,0,1,1,structural problem,8621
HB,dwt_1007,1007,1007,8575,1,1,1,0,1,1,structural problem,8575
HB,dwt_1242,1242,1242,10426,1,1,1,0,1,1,structural problem,10426
HB,dwt_162,162,162,1182,1,1,1,0,1,1,structural problem,1182
HB,dwt_193,193,193,3493,1,1,1,0,1,1,structural problem,3493
HB,dwt_198,198,198,1392,1,1,1,0,1,1,structural problem,1392
HB,dwt_209,209,209,1743,1,1,1,0,1,1,structural problem,1743
HB,dwt_221,221,221,1629,1,1,1,0,1,1,structural problem,1629
HB,dwt_234,234,234,834,1,1,1,0,1,1,structural problem,834
HB,dwt_245,245,245,1461,1,1,1,0,1,1,structural problem,1461
HB,dwt_2680,2680,2680,25026,1,1,1,0,1,1,structural problem,25026
HB,dwt_307,307,307,2523,1,1,1,0,1,1,structural problem,2523
HB,dwt_310,310,310,2448,1,1,1,0,1,1,structural problem,2448
HB,dwt_346,346,346,3226,1,1,1,0,1,1,structural problem,3226
HB,dwt_361,361,361,2953,1,1,1,0,1,1,structural problem,2953
HB,dwt_419,419,419,3563,1,1,1,0,1,1,structural problem,3563
HB,dwt_492,492,492,3156,1,1,1,0,1,1,structural problem,3156
HB,dwt_503,503,503,6027,1,1,1,0,1,1,structural problem,6027
HB,dwt_512,512,512,3502,1,1,1,0,1,1,structural problem,3502
HB,dwt_59,59,59,267,1,1,1,0,1,1,structural problem,267
HB,dwt_592,592,592,5104,1,1,1,0,1,1,structural problem,5104
HB,dwt_607,607,607,5131,1,1,1,0,1,1,structural problem,5131
HB,dwt_66,66,66,320,1,1,1,0,1,1,structural problem,320
HB,dwt_72,72,72,222,1,1,1,0,1,1,structural problem,222
HB,dwt_758,758,758,5994,1,1,1,0,1,1,structural problem,5994
HB,dwt_869,869,869,7285,1,1,1,0,1,1,structural problem,7285
HB,dwt_87,87,87,541,1,1,1,0,1,1,structural problem,541
HB,dwt_878,878,878,7448,1,1,1,0,1,1,structural problem,7448
HB,dwt_918,918,918,7384,1,1,1,0,1,1,structural problem,7384
HB,dwt_992,992,992,16744,1,1,1,0,1,1,structural problem,16744
HB,eris1176,1176,1176,18552,1,1,0,0,1,1,power network problem,18552
HB,fs_183_1,183,183,998,1,0,1,0,0.417607223476298,0,2D/3D problem sequence,1069
HB,fs_183_3,183,183,1069,1,0,1,0,0.417607223476298,0,subsequent 2D/3D problem,1069
HB,fs_183_4,183,183,1069,1,0,1,0,0.417607223476298,0,subsequent 2D/3D problem,1069
HB,fs_183_6,183,183,1000,1,0,1,0,0.417607223476298,0,subsequent 2D/3D problem,1069
HB,fs_541_1,541,541,4282,1,0,1,0,0.6826923076923077,0,2D/3D problem sequence,4285
HB,fs_541_2,541,541,4282,1,0,1,0,0.6826923076923077,0,subsequent 2D/3D problem,4285
